;Grid_Code;population_total_units;al_10_under;al_10_19;al_20_29;al_30_39;al_40_49;al_50_59;al_60_69;al_70_79;al_80_over;alk_18_under;alk_18_29;alk_30_49;alk_50_64;alk_65_over;fam_single;fam_married;fam_widowed;fam_divorced;fam_civil_partner;fam_civil_partner_deceased;fam_civil_partner_dissolved;fam_unknown;geb_germany;geb_eu27;geb_other_europe;geb_other_world;geb_other;ght_male;ght_female;re_roman_catholic;re_protestant;re_other;sg_germany;sg_eu27;sg_other_europe;sg_other_world;sg_other;sh_germany;sh_bosnia;sh_greece;sh_italy;sh_kazakhstan;sh_croatia;sh_netherlands;sh_austria;sh_poland;sh_romania;sh_russia;sh_turkey;sh_ukraine;sh_other;sk_germany;sk_abroad;sz_one;sz_mult_german_foreign;sz_mult_foreign_only;sz_unknown
13922;100mN33328E42413;155;12;26;11;20;30;24;16;12;4;31;18;50;35;21;65;63;10;16;0;0;0;0;145;3;4;3;0;66;89;13;62;80;148;3;3;3;0;148;0;0;0;0;0;0;0;0;0;0;0;3;3;148;7;152;3;0;0
13923;100mN33328E42414;88;5;9;3;7;15;16;16;14;3;14;3;22;20;29;23;48;6;11;0;0;0;0;75;0;5;6;0;38;50;9;44;35;80;0;3;5;0;80;0;0;0;0;0;0;0;0;0;0;3;0;6;80;8;84;3;0;0
13924;100mN33328E42415;47;0;0;0;3;3;3;8;19;9;3;0;6;4;34;8;26;11;3;0;0;0;0;43;3;0;0;0;18;29;10;30;7;46;0;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;47;0;0;0
13925;100mN33328E42416;48;0;0;3;0;0;7;18;13;5;0;3;3;12;31;7;28;9;4;0;0;0;0;45;0;3;0;0;23;25;3;19;26;48;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;47;0;0;0
13926;100mN33328E42417;44;0;3;5;0;4;6;13;7;5;3;5;5;11;20;10;32;3;0;0;0;0;0;41;3;0;0;0;23;21;4;28;12;44;0;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44;0;0;0
13927;100mN33328E42418;57;7;3;3;4;6;4;14;12;5;9;3;10;10;25;14;42;0;0;0;0;0;0;55;0;0;0;0;31;26;5;33;19;57;0;0;0;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;57;0;57;0;0;0
13928;100mN33328E42419;95;4;5;3;8;18;18;24;11;5;9;3;26;34;24;22;57;9;7;0;0;0;0;91;3;0;3;0;43;52;4;32;59;93;0;0;0;0;93;0;0;0;0;0;0;0;0;0;0;0;0;0;93;3;94;0;0;0
13929;100mN33328E42420;133;12;12;18;27;18;23;16;7;0;22;20;45;34;12;71;46;5;11;0;0;0;0;113;6;8;6;0;58;75;11;48;74;125;3;5;0;0;125;0;0;0;0;0;0;0;0;0;3;3;0;3;125;8;123;9;0;0
13930;100mN33328E42421;151;10;5;25;22;28;21;22;12;6;14;26;50;34;27;72;46;16;17;0;0;0;0;134;6;4;7;0;69;82;21;52;78;145;3;0;3;0;145;0;0;0;0;0;0;0;0;0;0;0;0;4;145;6;143;6;3;0
14109;100mN33329E42391;99;8;11;4;15;16;13;17;13;3;18;5;31;21;24;35;40;11;13;0;0;0;0;87;3;7;3;0;53;46;7;42;50;92;3;5;0;0;92;3;0;0;0;0;0;0;0;0;0;3;0;0;92;7;93;6;0;0
14110;100mN33329E42392;49;6;0;12;9;7;7;3;4;0;7;12;16;9;5;30;14;0;4;0;0;0;0;38;3;8;0;0;29;20;4;11;34;35;3;12;0;0;35;3;0;0;0;0;0;0;0;0;0;0;0;12;35;14;46;3;0;0
14111;100mN33329E42393;74;6;6;15;8;18;14;4;3;0;11;16;26;16;5;34;28;4;7;0;0;0;0;62;0;0;11;0;33;41;3;31;41;68;0;0;6;0;68;0;0;0;0;0;0;0;0;0;0;0;0;6;68;6;72;3;0;0
14112;100mN33329E42394;24;5;3;0;5;6;0;0;0;0;8;0;11;0;3;12;7;3;3;0;0;0;0;21;0;0;0;0;13;11;0;5;19;21;3;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;3;21;3;22;3;0;0
14113;100mN33329E42395;70;6;11;13;8;15;8;3;6;0;11;19;23;8;9;43;14;3;10;0;0;0;0;62;3;0;3;0;40;30;8;32;30;62;5;0;3;0;62;0;0;0;0;0;0;0;4;0;0;0;0;3;62;8;69;0;0;0
14114;100mN33329E42396;168;11;9;19;38;26;34;14;11;6;18;21;64;42;23;72;71;9;16;0;0;0;0;143;5;9;10;0;94;74;28;53;87;154;3;6;6;0;154;3;0;0;0;0;0;0;3;0;0;3;0;6;154;14;156;12;0;0
14115;100mN33329E42397;93;3;3;31;10;15;17;11;3;0;5;32;25;25;6;58;20;6;9;0;0;0;0;81;0;7;3;0;46;47;6;29;58;83;0;8;0;0;83;0;0;0;0;0;0;0;0;0;0;8;0;0;83;10;90;3;0;0
14116;100mN33329E42398;165;24;13;31;31;18;21;10;15;3;36;32;49;27;21;91;52;5;17;0;0;0;0;132;4;17;11;0;88;77;10;57;98;131;4;17;13;0;131;0;0;0;0;0;0;0;0;0;0;8;0;25;131;34;156;9;0;0
14117;100mN33329E42399;107;3;14;25;12;23;12;10;5;3;16;26;35;15;15;62;36;3;6;0;0;0;0;76;8;11;11;0;55;52;8;29;70;72;8;18;8;0;72;0;0;0;0;0;0;0;3;0;0;9;0;22;72;35;104;3;0;0
14118;100mN33329E42400;113;9;11;18;14;19;15;9;12;6;18;20;33;21;21;60;33;12;8;0;0;0;0;99;4;7;3;0;57;56;8;44;61;101;4;7;0;0;101;0;0;0;0;0;0;0;0;0;0;5;0;7;101;12;104;9;0;0
14119;100mN33329E42401;104;7;8;11;11;17;24;8;12;6;13;13;28;28;22;32;56;7;9;0;0;0;0;92;8;0;3;0;52;52;12;47;45;99;3;0;3;0;99;0;0;0;0;0;0;0;0;0;0;0;0;3;99;5;102;3;0;0
14120;100mN33329E42402;12;5;0;0;3;3;3;0;0;0;5;0;5;3;0;7;5;0;0;0;0;0;0;9;0;0;3;0;7;5;3;0;10;9;0;0;3;0;9;0;0;0;0;0;0;0;0;0;0;0;0;3;9;3;10;3;0;0
14121;100mN33329E42403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14122;100mN33329E42404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14123;100mN33329E42405;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0
14124;100mN33329E42406;8;3;0;3;0;0;0;0;0;0;3;3;3;0;3;6;0;0;0;0;0;0;0;6;0;0;0;0;3;6;0;0;6;7;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;7;0;0;0
14125;100mN33329E42407;14;3;3;0;3;3;0;3;0;0;5;0;4;3;0;7;4;0;3;0;0;0;0;14;0;0;0;0;8;6;0;9;5;14;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;14;0;0;0
14126;100mN33329E42408;101;13;10;6;7;25;19;12;6;3;23;6;32;24;16;43;47;4;7;0;0;0;0;98;3;0;0;0;44;57;3;41;57;100;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;98;3;0;0
14127;100mN33329E42409;91;6;17;6;13;16;21;4;7;0;22;7;29;24;9;43;33;3;13;0;0;0;0;85;3;3;0;3;40;51;9;37;45;88;3;0;0;0;88;0;0;3;0;0;0;0;0;0;0;0;0;0;88;3;87;4;0;0
14128;100mN33329E42410;56;4;5;9;5;13;6;5;3;6;8;10;18;10;10;23;14;8;11;0;0;0;0;42;11;3;0;0;25;31;11;22;23;48;6;3;0;0;48;0;0;0;0;0;0;0;5;0;0;0;0;0;48;8;53;3;0;0
14129;100mN33329E42411;54;3;4;9;7;11;3;7;5;5;6;10;18;7;13;30;11;8;5;0;0;0;0;43;6;3;3;0;21;33;5;19;30;47;4;3;0;0;47;0;0;0;0;0;0;0;0;0;0;3;0;4;47;7;49;5;0;0
14130;100mN33329E42412;89;4;5;11;6;17;12;9;17;8;6;14;23;17;29;38;28;8;15;0;0;0;0;72;5;4;7;0;38;51;5;33;51;80;6;3;0;0;80;0;5;0;0;0;0;0;0;0;0;0;0;3;80;9;78;10;0;0
14131;100mN33329E42413;37;0;4;5;3;6;7;9;3;0;3;8;8;13;6;11;23;3;0;0;0;0;0;35;0;0;0;0;16;21;7;15;15;37;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;36;0;0;0
14132;100mN33329E42414;35;0;7;0;0;4;0;7;7;8;5;3;4;6;17;10;18;5;3;0;0;0;0;35;0;0;0;0;12;23;0;18;16;35;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;35;0;0;0
14133;100mN33329E42415;77;0;0;6;5;4;3;20;17;20;3;6;9;10;50;16;40;13;8;0;0;0;0;66;6;0;3;3;35;42;10;39;28;76;0;0;0;0;76;0;0;0;0;0;0;0;0;0;0;0;0;0;76;0;73;4;0;0
14134;100mN33329E42416;64;4;5;4;6;4;4;13;19;5;6;7;10;12;29;16;40;5;3;0;0;0;0;54;6;3;0;0;29;35;7;33;24;63;0;0;0;0;63;0;0;0;0;0;0;0;0;0;0;0;0;0;63;0;59;5;0;0
14135;100mN33329E42417;86;6;0;8;14;11;16;9;17;5;6;8;25;23;24;32;35;9;10;0;0;0;0;73;5;6;3;0;42;44;10;35;41;79;3;3;0;0;79;0;0;0;0;0;0;0;0;0;0;0;3;5;79;7;82;4;0;0
14136;100mN33329E42418;187;24;11;24;28;21;22;27;21;9;31;28;49;31;48;89;64;18;16;0;0;0;0;148;12;8;17;3;80;107;16;60;111;167;7;10;3;0;167;0;0;0;0;0;0;0;4;0;9;0;0;6;167;20;163;24;0;0
14137;100mN33329E42419;147;3;4;20;21;33;30;22;8;6;6;21;54;46;20;68;50;6;23;0;0;0;0;140;3;0;3;0;56;91;14;41;92;146;0;0;0;0;146;0;0;0;0;0;0;0;0;0;0;0;0;0;146;0;144;3;0;0
14138;100mN33329E42420;80;3;9;11;16;13;13;4;6;6;9;13;29;14;15;44;23;5;8;0;0;0;0;65;3;0;9;3;41;39;8;26;46;71;3;0;6;0;71;0;0;0;0;0;0;0;0;0;0;0;0;7;71;9;72;8;0;0
14139;100mN33329E42421;86;15;15;4;13;23;12;0;3;0;29;5;36;12;4;45;34;3;3;0;0;0;0;57;9;4;15;0;43;43;12;27;47;74;6;3;3;0;74;0;0;0;0;0;0;0;3;0;0;3;0;6;74;12;67;19;0;0
14140;100mN33329E42422;57;3;6;4;5;8;14;11;4;3;6;6;13;19;13;18;35;3;3;0;0;0;0;49;6;0;0;0;26;31;6;22;29;53;3;0;0;0;53;0;0;0;0;0;0;0;0;0;0;0;0;3;53;4;56;0;0;0
14315;100mN33330E42391;60;4;5;10;7;9;16;3;5;0;8;11;16;19;6;33;17;0;10;0;0;0;0;36;4;19;0;0;31;29;4;18;38;40;3;17;0;0;40;0;0;0;0;0;0;0;3;0;0;15;0;3;40;20;53;7;0;0
14316;100mN33330E42392;82;5;11;12;16;8;11;10;7;3;14;14;24;15;15;42;27;3;11;0;0;0;0;62;4;7;9;0;47;35;8;29;45;58;3;14;7;0;58;4;0;0;0;0;0;0;0;0;0;3;0;17;58;24;81;0;0;0
14317;100mN33330E42393;178;7;17;23;21;35;35;17;12;11;23;24;56;46;29;80;61;15;22;0;0;0;0;155;14;6;3;0;91;87;9;74;95;158;13;5;3;0;158;3;0;0;0;0;0;0;3;0;0;3;0;11;158;20;174;3;0;0
14318;100mN33330E42394;148;14;14;21;15;33;24;21;3;3;24;25;48;37;14;69;52;3;22;3;0;0;0;124;7;7;10;0;76;72;13;62;73;132;5;4;7;0;132;0;0;0;0;0;0;0;0;0;0;3;0;12;132;16;143;5;0;0
14319;100mN33330E42395;111;7;7;8;14;23;29;16;6;0;12;10;37;41;11;51;38;5;17;0;0;0;0;100;4;5;3;0;61;50;13;36;62;102;5;3;0;0;102;0;0;0;0;0;0;0;0;0;0;0;0;6;102;9;110;0;0;0
14320;100mN33330E42396;100;4;15;12;18;20;22;5;3;0;15;16;38;24;7;67;22;3;9;0;0;0;0;77;9;10;4;0;54;46;10;27;63;84;6;8;0;0;84;0;0;0;0;0;0;0;0;0;0;8;0;7;84;16;98;0;0;0
14321;100mN33330E42397;124;5;11;39;17;16;16;5;10;5;13;42;33;19;17;72;27;8;17;0;0;0;0;89;5;22;7;0;63;61;14;37;73;85;3;32;5;0;85;0;0;0;0;0;0;0;0;0;0;32;0;6;85;39;123;0;0;0
14322;100mN33330E42398;121;13;15;15;21;20;12;11;10;4;26;17;41;17;20;55;45;8;12;0;0;0;0;95;6;6;13;0;67;54;11;29;81;90;7;8;13;3;90;0;0;0;0;0;0;0;0;3;0;8;0;17;90;31;96;14;0;10
14323;100mN33330E42399;50;4;0;6;9;9;8;5;3;6;5;6;18;12;9;23;10;9;6;3;0;0;0;41;3;0;5;0;28;22;3;22;26;46;3;0;0;0;46;0;0;0;0;0;0;0;0;3;0;0;0;0;46;4;49;0;0;0
14324;100mN33330E42400;66;3;5;24;10;11;5;7;0;0;7;24;21;9;5;47;10;5;4;0;0;0;0;57;3;0;6;0;31;35;3;27;36;57;0;4;0;4;57;0;0;0;0;0;0;0;0;0;0;4;0;5;57;9;60;3;0;4
14325;100mN33330E42401;21;3;3;5;3;3;3;3;0;0;4;5;6;4;3;9;11;0;0;0;0;0;0;17;0;3;0;0;10;11;0;4;16;18;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;3;18;3;19;3;0;0
14326;100mN33330E42402;132;8;7;30;15;20;26;15;10;0;15;30;35;32;20;66;45;7;14;0;0;0;0;99;7;12;13;0;62;70;9;49;74;101;5;17;9;0;101;0;0;0;0;0;0;0;4;0;0;12;0;14;101;31;125;7;0;0
14327;100mN33330E42403;97;3;8;17;17;18;12;14;6;3;9;19;35;16;18;54;29;6;8;0;0;0;0;71;6;12;8;0;59;38;4;35;58;71;3;17;6;0;71;0;0;0;0;0;0;0;0;0;0;16;0;8;71;26;91;6;0;0
14328;100mN33330E42404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14329;100mN33330E42405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14330;100mN33330E42406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14331;100mN33330E42407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14332;100mN33330E42408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14333;100mN33330E42409;18;0;0;3;3;5;0;6;0;0;0;4;7;6;0;9;4;5;0;0;0;0;0;18;0;0;0;0;7;11;0;8;10;18;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;17;0;0;0
14334;100mN33330E42410;87;3;6;14;20;7;8;17;7;5;8;15;27;18;19;36;34;9;8;0;0;0;0;72;3;5;8;0;38;49;10;35;42;76;3;3;6;0;76;3;0;0;0;0;0;0;0;0;0;0;0;6;76;11;85;3;0;0
14335;100mN33330E42411;86;0;0;22;8;11;12;18;7;6;3;22;19;21;22;44;15;11;15;0;0;0;0;76;0;7;3;0;43;43;3;37;47;80;0;5;0;0;80;0;0;0;0;0;0;0;0;0;0;3;0;0;80;6;84;3;0;0
14336;100mN33330E42412;68;0;3;4;14;14;10;12;8;3;3;5;28;18;15;25;27;5;11;0;0;0;0;58;3;7;0;0;36;32;6;29;33;61;3;4;0;0;61;0;0;0;0;0;0;0;0;0;3;3;0;0;61;7;67;0;0;0
14337;100mN33330E42413;52;0;8;5;0;4;10;7;11;7;7;6;4;14;21;15;35;0;0;0;0;0;0;48;4;0;0;0;26;26;6;31;15;50;3;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;50;3;51;0;0;0
14338;100mN33330E42414;55;4;10;0;4;7;12;12;6;0;14;0;11;20;10;20;30;3;3;0;0;0;0;54;0;0;0;0;27;28;3;28;24;55;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;55;0;0;0
14339;100mN33330E42415;139;6;3;5;6;8;6;11;37;57;8;6;14;12;99;26;39;52;22;0;0;0;0;113;12;4;3;8;43;96;11;70;58;131;3;5;0;0;131;0;0;0;0;0;0;0;0;0;0;3;0;3;131;8;136;3;0;0
14340;100mN33330E42416;154;13;6;17;41;26;16;19;13;3;18;18;67;27;24;75;58;10;11;0;0;0;0;137;7;3;6;3;74;80;19;51;84;146;3;4;0;0;146;0;0;0;0;0;0;0;0;0;0;0;0;3;146;8;143;11;0;0
14341;100mN33330E42417;255;18;19;39;46;46;24;29;22;12;35;41;92;34;53;139;58;17;41;0;0;0;0;213;21;11;6;4;121;134;30;98;127;234;10;9;3;0;234;0;3;0;0;0;0;0;0;0;4;4;0;7;234;21;241;14;0;0
14342;100mN33330E42418;148;10;18;28;14;26;19;10;12;11;22;34;40;25;27;78;35;12;23;0;0;0;0;90;11;20;23;4;56;92;16;38;94;120;7;17;4;0;120;0;0;0;0;0;0;0;5;3;6;8;3;4;120;28;117;31;0;0
14343;100mN33330E42419;115;11;10;15;32;21;13;7;4;3;16;20;53;15;11;68;33;3;11;0;0;0;0;89;12;0;11;3;49;66;20;32;63;101;9;0;4;0;101;0;0;3;0;0;0;0;3;0;0;0;0;8;101;14;102;13;0;0
14344;100mN33330E42420;71;3;0;7;12;7;16;8;13;4;4;7;19;19;22;27;32;6;6;0;0;0;0;59;5;3;4;0;29;42;6;25;40;63;4;3;0;0;63;0;0;0;0;0;0;0;0;3;0;3;0;3;63;8;68;3;0;0
14345;100mN33330E42421;50;8;10;3;6;13;7;4;0;0;17;3;19;8;3;24;25;0;0;0;0;0;0;49;0;0;0;0;29;21;7;17;26;50;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;50;0;0;0
14346;100mN33330E42422;77;9;3;7;11;18;13;9;6;0;12;7;29;18;11;31;40;3;3;0;0;0;0;69;3;0;4;0;34;43;7;16;54;76;0;0;0;0;76;0;0;0;0;0;0;0;0;0;0;0;0;0;76;0;73;4;0;0
14512;100mN33331E42390;96;11;9;10;11;15;15;14;7;4;18;12;26;25;15;37;36;8;15;0;0;0;0;74;3;11;6;3;45;51;7;21;68;81;0;14;0;0;81;0;0;0;0;0;0;0;0;0;0;14;0;0;81;15;80;16;0;0
14513;100mN33331E42391;155;9;11;33;23;31;26;14;8;0;13;40;54;35;13;91;32;3;29;0;0;0;0;141;5;3;5;0;91;64;15;70;70;141;7;7;0;0;141;0;0;3;0;0;0;0;3;0;0;7;0;0;141;14;145;10;0;0
14514;100mN33331E42392;162;12;18;23;21;26;29;15;15;3;26;27;47;36;26;83;45;12;21;0;0;0;0;129;9;12;12;0;82;80;12;54;96;133;7;15;7;0;133;0;0;3;0;0;0;0;0;0;0;12;0;10;133;29;153;9;0;0
14515;100mN33331E42393;131;14;6;14;28;18;17;12;15;7;18;16;46;21;30;66;42;8;15;0;0;0;0;111;5;10;5;0;63;68;14;44;73;118;3;8;3;0;118;0;0;0;0;0;0;0;3;0;0;6;0;3;118;13;121;10;0;0
14516;100mN33331E42394;81;3;4;16;10;14;12;8;14;0;7;16;24;14;20;42;22;7;10;0;0;0;0;63;5;0;12;0;38;43;9;20;52;67;5;0;8;0;67;0;0;0;0;0;0;0;3;0;0;0;0;12;67;14;75;6;0;0
14517;100mN33331E42395;143;14;10;17;20;20;27;16;11;8;22;19;40;37;25;57;54;17;15;0;0;0;0;119;4;18;3;0;63;80;11;49;83;126;0;15;0;0;126;3;0;0;0;0;0;0;0;0;0;11;0;3;126;17;133;10;0;0
14518;100mN33331E42396;126;9;5;17;12;27;33;10;8;5;12;19;39;38;18;61;40;8;17;0;0;0;0;104;9;10;3;0;66;60;13;46;67;103;6;16;0;0;103;0;0;0;0;0;0;0;0;0;0;14;0;3;103;23;123;3;0;0
14519;100mN33331E42397;48;3;5;18;9;8;3;0;0;0;7;19;17;4;0;30;14;0;4;0;0;0;0;23;14;8;3;0;27;21;3;8;38;28;14;5;0;0;28;0;0;0;0;0;0;0;0;7;0;3;0;7;28;20;43;5;0;0
14520;100mN33331E42398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14521;100mN33331E42399;86;12;6;18;11;21;10;3;5;0;17;19;32;10;8;51;21;6;8;0;0;0;0;72;6;6;0;0;43;43;8;29;49;75;4;7;0;0;75;3;0;0;0;0;0;0;0;0;0;3;0;3;75;11;85;0;0;0
14522;100mN33331E42400;109;8;9;17;14;21;20;9;10;0;15;19;35;27;13;53;30;6;16;4;0;0;0;86;6;4;10;3;61;48;7;37;65;90;7;5;7;0;90;0;0;0;0;0;0;0;0;0;0;3;0;14;90;19;103;6;0;0
14523;100mN33331E42401;67;8;5;12;6;12;6;7;9;3;13;12;18;9;15;32;23;5;7;0;0;0;0;47;12;0;5;3;34;33;11;18;38;49;14;0;3;0;49;0;0;0;0;0;0;0;10;0;0;0;0;5;49;18;64;3;0;0
14524;100mN33331E42402;71;0;4;7;11;16;17;4;8;3;4;8;27;19;13;33;25;4;7;3;0;0;0;66;3;0;3;0;34;37;7;31;33;66;3;0;3;0;66;0;0;0;0;0;0;0;0;0;0;0;0;4;66;5;71;0;0;0
14525;100mN33331E42403;84;4;9;4;12;15;17;12;9;3;11;6;27;22;18;28;48;4;4;0;0;0;0;76;3;3;3;0;44;40;3;28;54;80;0;3;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;3;80;4;82;3;0;0
14526;100mN33331E42404;16;0;0;0;4;5;4;0;0;0;0;0;9;4;0;11;0;0;5;0;0;0;0;14;0;0;0;0;11;5;0;9;6;14;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;3;14;3;16;0;0;0
14527;100mN33331E42405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14528;100mN33331E42406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14529;100mN33331E42407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14530;100mN33331E42408;39;3;0;9;3;5;8;3;3;6;3;9;8;10;10;17;10;10;3;0;0;0;0;34;0;4;0;0;15;24;4;13;22;33;0;5;0;0;33;0;0;0;0;0;0;0;0;0;0;5;0;0;33;6;37;3;0;0
14531;100mN33331E42409;112;8;10;18;19;17;16;9;12;3;16;20;36;20;20;55;32;11;14;0;0;0;0;95;6;6;4;0;47;65;8;47;57;101;3;7;0;0;101;0;0;0;0;0;0;3;0;0;0;5;0;3;101;11;107;5;0;0
14532;100mN33331E42410;157;9;11;29;22;27;13;19;13;14;17;32;49;26;33;74;47;11;24;0;0;0;0;130;9;11;6;0;72;85;7;57;93;135;7;13;3;0;135;0;3;3;0;0;0;0;0;0;0;11;0;6;135;22;148;9;0;0
14533;100mN33331E42411;81;10;3;5;7;15;15;9;10;7;13;5;22;20;21;29;35;7;10;0;0;0;0;71;6;0;3;0;36;45;8;33;40;75;4;0;3;0;75;0;0;0;0;0;0;0;0;0;0;0;0;5;75;6;80;0;0;0
14534;100mN33331E42412;66;4;0;3;9;8;13;9;9;11;4;3;17;18;24;17;37;6;6;0;0;0;0;59;0;3;0;3;31;35;6;22;38;64;0;3;0;0;64;0;0;0;0;0;0;0;0;0;0;0;0;0;64;3;62;4;0;0
14535;100mN33331E42413;95;8;5;14;12;16;9;10;13;8;10;17;28;15;25;48;32;7;8;0;0;0;0;79;3;6;8;0;44;51;3;39;54;90;0;3;0;0;90;0;0;0;0;0;0;0;0;0;0;3;0;3;90;5;81;14;0;0
14536;100mN33331E42414;124;4;9;6;13;9;16;19;37;11;11;8;22;25;58;38;65;9;12;0;0;0;0;112;4;0;0;7;57;67;5;70;49;123;0;0;0;0;123;0;0;0;0;0;0;0;0;0;0;0;0;0;123;0;124;0;0;0
14537;100mN33331E42415;46;3;0;5;3;5;8;7;12;4;3;6;7;12;19;12;21;7;6;0;0;0;0;40;3;0;0;3;17;29;3;20;24;45;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;45;0;0;0
14538;100mN33331E42416;45;0;3;17;6;4;5;4;4;3;0;18;10;7;9;30;4;3;8;0;0;0;0;42;0;0;3;0;22;23;5;17;23;44;0;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44;0;0;0
14539;100mN33331E42417;118;11;9;18;18;26;13;10;10;3;20;18;44;16;20;62;41;6;9;0;0;0;0;87;6;9;15;0;53;65;16;34;68;106;4;5;3;0;106;0;0;0;0;0;0;0;3;0;3;3;0;3;106;12;103;15;0;0
14540;100mN33331E42418;98;16;16;8;5;20;21;10;3;0;30;10;25;27;6;44;44;3;7;0;0;0;0;92;3;0;3;0;44;54;10;29;59;96;3;0;0;0;96;0;0;0;0;0;0;0;0;0;0;0;0;0;96;3;98;0;0;0
14541;100mN33331E42419;36;0;5;5;7;11;5;3;0;0;5;6;18;5;3;18;11;0;7;0;0;0;0;31;3;0;0;3;20;16;0;14;21;35;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;34;3;0;0
14542;100mN33331E42420;61;5;3;4;10;15;12;8;4;0;7;4;25;14;11;27;26;3;5;0;0;0;0;55;3;3;3;0;31;30;5;17;39;56;0;3;3;0;56;0;0;0;0;0;0;0;0;0;0;0;0;3;56;5;59;3;0;0
14543;100mN33331E42421;107;7;31;5;6;29;16;6;5;3;36;7;35;20;9;51;47;3;7;0;0;0;0;94;7;3;3;0;51;56;4;44;59;99;6;0;0;0;99;0;0;0;0;0;0;0;3;0;0;0;0;5;99;8;104;3;0;0
14544;100mN33331E42422;223;21;28;12;24;61;27;20;21;9;47;14;85;38;39;97;97;13;14;3;0;0;0;186;5;8;22;3;97;126;8;62;153;215;0;3;4;0;215;0;0;0;0;0;0;0;0;0;0;0;0;5;215;8;186;37;0;0
