;Grid_Code;families_total_units;famk_couple_wout_child;famk_couple_1_child_less_18;famk_couple_children_more_18;famk_reg_partner_wout_child;famk_reg_partner_1_child_less_18;famk_reg_partner_children_more_18;famk_nonmarital_wout_child;famk_nonmarital_1_child_less_18;famk_nonmarital_children_more_18;famk_fathers_1_child_less_18;famk_fathers_children_more_18;famk_mothers_1_child_less_18;famk_mothers_children_more_18;famk_wout_child;famk_with_child;famk_single_parent;famk_couple;famk_reg_partner;famk_nonmarital;famk_fathers;famk_mothers;famgr_2_pers;famgr_3_pers;famgr_4_pers;famgr_5_pers;famgr_6_more;fams_seniors_only;fams_seniors_young;fams_wout_seniors
14934;100mN33333E42419;55;29;8;0;0;0;0;12;0;0;0;0;3;4;0;0;0;0;0;0;0;0;47;3;5;0;0;20;8;27
14935;100mN33333E42420;6;4;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;3;0;3
14936;100mN33333E42421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14937;100mN33333E42422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15097;100mN33334E42387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15098;100mN33334E42388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15099;100mN33334E42389;12;4;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;9;3;0;0;0;0;3;10
15100;100mN33334E42390;16;4;0;3;0;0;0;7;0;0;0;0;3;0;0;0;0;0;0;0;0;0;13;3;0;0;0;0;0;14
15101;100mN33334E42391;14;0;3;0;0;0;0;3;0;0;0;0;4;3;0;0;0;0;0;0;0;0;10;4;0;0;0;0;3;11
15102;100mN33334E42392;42;18;5;0;0;0;0;9;3;0;3;0;3;3;0;0;0;0;0;0;0;0;35;4;3;0;0;6;4;32
15103;100mN33334E42393;28;14;3;0;0;0;0;6;0;0;0;0;3;0;0;0;0;0;0;0;0;0;24;3;3;0;0;8;3;17
15104;100mN33334E42394;19;6;5;4;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;7;6;5;0;0;3;0;15
15105;100mN33334E42395;17;4;3;0;0;0;0;6;0;0;0;0;3;0;0;0;0;0;0;0;0;0;12;3;0;0;3;0;3;14
15106;100mN33334E42396;10;4;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;3;0;3;0;0;10
15107;100mN33334E42397;9;3;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;5;0;0;0;0;3;0;6
15108;100mN33334E42398;25;6;7;0;0;0;0;4;3;0;0;0;3;3;0;0;0;0;0;0;0;0;15;7;3;0;0;0;0;24
15109;100mN33334E42399;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
15110;100mN33334E42400;15;3;5;0;0;0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;9;3;4;0;0;0;3;12
15111;100mN33334E42401;21;7;3;0;0;0;0;6;0;0;0;0;0;3;0;0;0;0;0;0;0;0;15;3;3;0;0;0;3;17
15112;100mN33334E42402;23;10;6;3;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;12;4;5;0;0;3;4;16
15113;100mN33334E42403;42;16;8;3;0;0;0;7;0;0;0;0;5;0;0;0;0;0;0;0;0;0;30;3;9;0;0;7;5;30
15114;100mN33334E42404;40;17;9;3;0;0;0;4;3;0;0;0;5;0;0;0;0;0;0;0;0;0;23;14;3;0;0;11;4;25
15115;100mN33334E42405;29;14;5;3;0;0;0;3;3;0;0;0;0;3;0;0;0;0;0;0;0;0;19;9;0;0;0;6;4;19
15116;100mN33334E42406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15117;100mN33334E42407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15118;100mN33334E42408;4;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3
15119;100mN33334E42409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15120;100mN33334E42410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15121;100mN33334E42411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15122;100mN33334E42412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15123;100mN33334E42413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15124;100mN33334E42414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15125;100mN33334E42415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15126;100mN33334E42416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15127;100mN33334E42417;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15128;100mN33334E42418;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15129;100mN33334E42419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15130;100mN33334E42420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15131;100mN33334E42421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15291;100mN33335E42386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15292;100mN33335E42387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15293;100mN33335E42388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15294;100mN33335E42389;9;4;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;7;0;0;0;0;4;0;5
15295;100mN33335E42390;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3
15296;100mN33335E42391;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;3;0;3
15297;100mN33335E42392;17;4;5;0;0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;7;5;3;0;0;0;5;12
15298;100mN33335E42393;27;11;6;3;0;0;0;4;0;0;0;0;3;0;0;0;0;0;0;0;0;0;17;5;4;0;0;4;5;18
15299;100mN33335E42394;24;9;4;0;0;0;0;4;0;0;0;3;3;0;0;0;0;0;0;0;0;0;16;5;3;0;0;4;4;16
15300;100mN33335E42395;6;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;3;4
15301;100mN33335E42396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15302;100mN33335E42397;27;11;3;3;0;0;0;3;3;0;0;0;5;0;0;0;0;0;0;0;0;0;19;4;4;0;0;4;3;21
15303;100mN33335E42398;32;9;7;6;0;0;0;3;0;0;0;0;3;3;0;0;0;0;0;0;0;0;15;11;5;0;0;3;6;24
15304;100mN33335E42399;23;4;6;4;0;0;0;4;0;0;0;0;3;0;0;0;0;0;0;0;0;0;11;4;7;0;0;0;5;17
15305;100mN33335E42400;56;25;7;5;0;0;0;7;3;0;0;0;3;5;0;0;0;0;0;0;0;0;41;7;7;0;0;8;8;40
15306;100mN33335E42401;28;12;5;4;0;0;0;3;0;0;0;0;3;3;0;0;0;0;0;0;0;0;17;6;5;0;0;5;3;20
15307;100mN33335E42402;25;11;5;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;15;4;4;3;0;3;5;17
15308;100mN33335E42403;26;4;8;4;0;0;0;5;3;0;0;0;0;3;0;0;0;0;0;0;0;0;11;7;6;0;0;0;4;21
15309;100mN33335E42404;15;7;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;10;3;3;0;0;0;0;13
15310;100mN33335E42405;4;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3
15311;100mN33335E42406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15312;100mN33335E42407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15313;100mN33335E42408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15314;100mN33335E42409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15315;100mN33335E42410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15316;100mN33335E42411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15317;100mN33335E42412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15318;100mN33335E42413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15319;100mN33335E42414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15320;100mN33335E42415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15321;100mN33335E42416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15322;100mN33335E42417;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3
15323;100mN33335E42418;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15324;100mN33335E42419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15325;100mN33335E42420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15326;100mN33335E42421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15487;100mN33336E42385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15488;100mN33336E42386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15489;100mN33336E42387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15490;100mN33336E42388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15491;100mN33336E42389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15492;100mN33336E42390;12;3;3;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;7;4;0;0;0;0;3;8
15493;100mN33336E42391;29;5;14;7;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;6;9;12;3;0;0;3;25
15494;100mN33336E42392;21;4;11;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;5;7;3;0;0;0;19
15495;100mN33336E42393;12;0;3;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;6;3;3;0;0;0;3;10
15496;100mN33336E42394;37;6;12;0;0;0;0;4;3;0;0;0;9;0;0;0;0;0;0;0;0;0;16;12;4;4;0;3;3;31
15497;100mN33336E42395;19;3;3;0;0;0;0;3;0;0;0;0;10;0;0;0;0;0;0;0;0;0;10;5;3;0;0;0;0;18
15498;100mN33336E42396;10;3;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;9
15499;100mN33336E42397;28;7;7;0;0;0;0;6;0;0;0;0;3;3;0;0;0;0;0;0;0;0;19;0;3;4;0;3;3;23
15500;100mN33336E42398;33;12;5;3;0;0;0;5;0;0;0;0;3;4;0;0;0;0;0;0;0;0;24;6;3;0;0;3;3;28
15501;100mN33336E42399;28;10;8;0;0;0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;17;9;3;0;0;3;3;22
15502;100mN33336E42400;25;10;4;3;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;7;3;0;0;7;3;15
15503;100mN33336E42401;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;0;0;0;0;0;7
15504;100mN33336E42402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15505;100mN33336E42403;4;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;4
15506;100mN33336E42404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15507;100mN33336E42405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15508;100mN33336E42406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15509;100mN33336E42407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15510;100mN33336E42408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15511;100mN33336E42409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15512;100mN33336E42410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15513;100mN33336E42411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15514;100mN33336E42412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15515;100mN33336E42413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15516;100mN33336E42414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15517;100mN33336E42415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15518;100mN33336E42416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15519;100mN33336E42417;6;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;6
15520;100mN33336E42418;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15521;100mN33336E42419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15522;100mN33336E42420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15523;100mN33336E42421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15685;100mN33337E42385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15686;100mN33337E42386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15687;100mN33337E42387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15688;100mN33337E42388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15689;100mN33337E42389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15690;100mN33337E42390;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
15691;100mN33337E42391;12;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5;0;0;0;0;3;8
15692;100mN33337E42392;27;8;3;3;0;0;0;4;0;0;0;0;7;0;0;0;0;0;0;0;0;0;18;8;0;0;0;5;4;18
15693;100mN33337E42393;12;5;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;3;0;0;0;0;3;9
15694;100mN33337E42394;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
15695;100mN33337E42395;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
15696;100mN33337E42396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15697;100mN33337E42397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15698;100mN33337E42398;16;4;4;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;5;4;3;3;0;3;0;13
15699;100mN33337E42399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15700;100mN33337E42400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15701;100mN33337E42401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15702;100mN33337E42402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15703;100mN33337E42403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15704;100mN33337E42404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15705;100mN33337E42405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15706;100mN33337E42406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15707;100mN33337E42407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15708;100mN33337E42408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15709;100mN33337E42409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15710;100mN33337E42410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15711;100mN33337E42411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15712;100mN33337E42412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15713;100mN33337E42413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15714;100mN33337E42414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15715;100mN33337E42415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15716;100mN33337E42416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15717;100mN33337E42417;7;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;7
15718;100mN33337E42418;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15719;100mN33337E42419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15720;100mN33337E42420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15883;100mN33338E42384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15884;100mN33338E42385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15885;100mN33338E42386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15886;100mN33338E42387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15887;100mN33338E42388;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3
15888;100mN33338E42389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15889;100mN33338E42390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15890;100mN33338E42391;5;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;4
15891;100mN33338E42392;26;7;6;5;0;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;12;10;3;0;0;3;4;19
15892;100mN33338E42393;33;18;7;0;0;0;0;0;3;0;0;0;4;0;0;0;0;0;0;0;0;0;20;8;3;3;0;8;3;23
15893;100mN33338E42394;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3
15894;100mN33338E42395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15895;100mN33338E42396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15896;100mN33338E42397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15897;100mN33338E42398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15898;100mN33338E42399;5;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;3
15899;100mN33338E42400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15900;100mN33338E42401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15901;100mN33338E42402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15902;100mN33338E42403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15903;100mN33338E42404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15904;100mN33338E42405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15905;100mN33338E42406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15906;100mN33338E42407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15907;100mN33338E42408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15908;100mN33338E42409;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
15909;100mN33338E42410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15910;100mN33338E42411;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
15911;100mN33338E42412;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
15912;100mN33338E42413;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3
15913;100mN33338E42414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15914;100mN33338E42415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15915;100mN33338E42416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15916;100mN33338E42417;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
15917;100mN33338E42418;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15918;100mN33338E42419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15919;100mN33338E42420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15920;100mN33338E42421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16083;100mN33339E42384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16084;100mN33339E42385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16085;100mN33339E42386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
